area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
月坛 月坛北街,底层/5层,整租,/zufang/42695803.html,1室1厅,距离地铁阜成门581米,东,7600元/月,精装,45平米,"近地铁,可短租,拎包入住",2019-03-27,月坛北街精装一居紧邻金融街 月坛,近30天带看  9  次
天通苑 太平家园小区,中楼层/6层,整租,/zufang/42695297.html,2室2厅,距离地铁天通苑南459米,南北,6700元/月,精装,91.69平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-26,地铁天通苑 双卧朝南 大阳台通透 两居室有钥匙 随时看,近30天带看  12  次
马驹桥 莲水怡园,顶层/6层,整租,/zufang/42685336.html,2室2厅,距离地铁同济南路1438米,南北,4300元/月,精装,101平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-24,新上！莲水怡园！精装两居室！房子干净整洁！随时看房！,近30天带看  9  次
苏州桥 大河庄苑,高楼层/18层,整租,/zufang/42674951.html,1室1厅,距离地铁苏州街630米,东,7000元/月,精装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-26,苏州街，大河庄苑东向一居，邻近中湾国际，稻香园，芙蓉里,近30天带看  12  次
六铺炕 六铺炕一区,低楼层/6层,整租,/zufang/42672674.html,1室1厅,距离地铁安德里北街274米,西,6200元/月,精装,44.7平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-26,六铺炕一区 鼓楼大街地铁旁 精装一居室长租 你出价我来谈,近30天带看  13  次
牛街 东华金座,中楼层/22层,整租,/zufang/42669359.html,1室1厅,距离地铁广安门内658米,西,5600元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-03-22,广安门内 长椿街 东华金座新上一居室 看房提前预约,近30天带看  15  次
白石桥 西外太平庄,低楼层/6层,整租,/zufang/42667354.html,2室1厅,距离地铁动物园803米,南北,7300元/月,豪装,65平米,"近地铁,拎包入住,集中供暖",2019-03-22,钢研气象局向东附近 动物园宿舍 两居 看房方便,近30天带看  11  次
金顶街 金顶街赵山,低楼层/6层,整租,/zufang/42661297.html,2室1厅,距离地铁金安桥839米,南北,4000元/月,简装,62.16平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-21,金顶街赵山 家具家电全齐 拎包入住 长租,近30天带看  15  次
德胜门 新明胡同,低楼层/18层,整租,/zufang/42642407.html,2室1厅,距离地铁积水潭1291米,南,7400元/月,精装,60.7平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-19,新上两居，看房方便，采光好,近30天带看  10  次
月坛 三里河三区,顶层/5层,整租,/zufang/42634674.html,2室1厅,距离地铁木樨地479米,南北,6600元/月,简装,48.2平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-21,三里河三区两居室，紧邻金融街复兴门南礼士路月坛军博白云路阜成,近30天带看  13  次
临河里 DBC加州小镇C区,底层/16层,整租,/zufang/42618843.html,1室1厅,距离地铁土桥835米,南,3000元/月,精装,43.91平米,"近地铁,拎包入住,集中供暖",2019-03-25,土桥临河里！温馨1居！精致装修！看房方便！拎包住！,近30天带看  10  次
西直门 金晖嘉园,高楼层/14层,整租,/zufang/42614380.html,2室2厅,距离地铁西直门686米,南北,18000元/月,精装,133.27平米,"近地铁,拎包入住,集中供暖",2019-03-14,北二环 西直门凯德嘉茂 金晖嘉园大两居出租,近30天带看  10  次
朝阳门 三丰里小区,顶层/18层,整租,/zufang/42602731.html,1室1厅,距离地铁朝阳门710米,东,6000元/月,简装,48.39平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-13,三丰里一居室出租随时看房有钥匙,近30天带看  10  次
霍营 华龙苑南里,高楼层/6层,整租,/zufang/42592448.html,2室1厅,距离地铁霍营552米,南北,5800元/月,简装,75平米,"近地铁,拎包入住,集中供暖",2019-03-12,霍营 华龙苑南里  两居整租 包物业取暖拎包入住,近30天带看  10  次
天通苑 天通苑北二区,高楼层/14层,整租,/zufang/42566878.html,2室1厅,距离地铁天通苑1047米,东北,6000元/月,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-08,天通苑带电梯 紧邻地铁 精装全齐 南北通透两居室,近30天带看  12  次
管庄 柏林爱乐二期,中楼层/24层,整租,/zufang/42564753.html,1室1厅,距离地铁常营892米,北,4900元/月,精装,49平米,"近地铁,随时看,集中供暖",2019-03-08,常营 柏林爱乐精装一居室 紧邻6号线黄渠站 天街商场,近30天带看  12  次
阎村 天恒乐活城北区,低楼层/3层,整租,/zufang/42564752.html,1室1厅,距离地铁阎村225米,南,2000元/月,简装,46.98平米,"近地铁,随时看",2019-03-08,房山阎村乐活城北区一居室出租,近30天带看  9  次
灯市口 灯市口西街,高楼层/6层,整租,/zufang/42559427.html,1室1厅,距离地铁中国美术馆758米,南,6600元/月,精装,45.73平米,"近地铁,拎包入住,集中供暖",2019-03-08,北河沿 骑河楼东单地铁 锡拉胡同  东华门大街一居,近30天带看  10  次
望京 北纬40度二期,中楼层/9层,整租,/zufang/42549870.html,3室2厅,距离地铁来广营427米,南北,18000元/月,精装,167平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-05,大三居，望京14号线来广营站，南北落地窗，品质小区，我有钥匙,近30天带看  12  次
月坛 铁二区,低楼层/6层,整租,/zufang/42548766.html,1室1厅,距离地铁南礼士路610米,南北,7300元/月,简装,40平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-21,铁二区 新上一居 二七剧场路复外大街南礼士路附近,近30天带看  16  次
天宫院 保利春天里,低楼层/20层,整租,/zufang/42525550.html,2室1厅,距离地铁天宫院298米,南北,4500元/月,精装,85平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-03,保利春天里二室一厅一卫,近30天带看  9  次
双榆树 青年公寓,高楼层/18层,整租,/zufang/42491158.html,1室1厅,距离地铁人民大学485米,北,6300元/月,简装,45平米,"近地铁,随时看,拎包入住,集中供暖",2019-02-26,双榆树，青年公寓一室一厅一卫,近30天带看  15  次
德胜门 裕中西里,高楼层/20层,整租,/zufang/42483342.html,3室1厅,距离地铁健德门719米,南北,12000元/月,精装,87.8平米,"近地铁,随时看",2019-03-21,双阳台大三居带客厅业主直租随时看房有钥匙,近30天带看  14  次
灯市口 北河沿大街,中楼层/5层,整租,/zufang/42474055.html,2室1厅,近30天带看  12  次,东西,7500元/月,精装,60平米,"近地铁,拎包入住,集中供暖",,美术馆后街 沙滩五四大街北河沿大街南锣鼓巷两居,
芍药居 芍药居甲2号院,顶层/20层,整租,/zufang/42732035.html,2室1厅,距离地铁芍药居426米,南,7500元/月,精装,86平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-31,芍药居精装两居室，紧邻地铁，拎包入住，居家必备,近30天带看  79  次
芍药居 芍药居北里三区,底层/6层,整租,/zufang/42727559.html,2室1厅,距离地铁芍药居760米,南,7000元/月,精装,51平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,芍药居 精装两居室 家电齐全 拎包入住 出行便利,近30天带看  24  次
芍药居 芍药居北里一区,中楼层/7层,整租,/zufang/42716880.html,2室1厅,距离地铁芍药居1068米,南北,6500元/月,精装,75.3平米,"近地铁,拎包入住,集中供暖",2019-03-29,精装两居|芍药居地铁站|外经贸|金色摇篮|未来购物广场,近30天带看  96  次
苏州桥 小南庄,顶层/6层,整租,/zufang/42711957.html,2室1厅,距离地铁苏州街1027米,南北,7800元/月,精装,60平米,"近地铁,集中供暖",2019-03-28,苏州桥城乡仓储 小南庄南北精装两居室,近30天带看  18  次
芍药居 芍药居北里三区,中楼层/15层,整租,/zufang/42711747.html,1室1厅,距离地铁芍药居760米,南,6000元/月,精装,60平米,"近地铁,可短租,拎包入住,集中供暖",2019-03-28,精装修一居室，房东直租 正南向 宽敞舒适 拎包入住,近30天带看  41  次
小西天 索家坟,高楼层/14层,整租,/zufang/42709066.html,2室1厅,距离地铁西直门1164米,西北,9200元/月,精装,79.75平米,"近地铁,拎包入住,集中供暖",2019-03-28,索家坟精装二居室 桔子酒店 文慧园 今典花园 枫蓝国际附近,近30天带看  18  次
中关村 东南小区,顶层/6层,整租,/zufang/42706796.html,2室1厅,距离地铁海淀黄庄591米,南,8000元/月,简装,60平米,"近地铁,集中供暖",2019-03-29,向阳采光好的两居室，看房子提前联系,近30天带看  55  次
芍药居 隆远阁,高楼层/15层,整租,/zufang/42702960.html,1室1厅,距离地铁芍药居330米,南,7000元/月,精装,72平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-27,芍药居甲2正规一居室出租，精装修，紧邻地铁！,近30天带看  27  次
双榆树 双榆树北路,顶层/6层,整租,/zufang/42689169.html,2室1厅,近30天带看  23  次,南北,7500元/月,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",,双榆树北路温馨两居 知春里地铁 今日头条可报销 适合上班族,
中关村 东南小区,中楼层/16层,整租,/zufang/42687237.html,1室1厅,距离地铁海淀黄庄591米,东,6800元/月,简装,50平米,"近地铁,拎包入住,集中供暖",2019-03-25,东南小区航天社区电梯一室一厅出租,近30天带看  66  次
望京 北纬40度二期,高楼层/29层,整租,/zufang/42677569.html,1室1厅,距离地铁来广营427米,南,7800元/月,精装,68平米,"近地铁,拎包入住,集中供暖",2019-03-23,望京 紧邻朝来，诚盈，欧尚邻来广营站14号线,近30天带看  22  次
芍药居 芍药居北里三区,高楼层/18层,整租,/zufang/42672040.html,2室1厅,距离地铁芍药居760米,东南,8000元/月,精装,96平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-22,芍药居精装两居 经贸东门 中日医院 配套齐全拎包入住 近地铁,近30天带看  32  次
小西天 西直门铁路危改小区,低楼层/10层,整租,/zufang/42667122.html,2室1厅,距离地铁西直门430米,西,10500元/月,精装,94平米,"近地铁,随时看",2019-03-22,熙府桃园 时代之光 德胜门 北京人民医院,近30天带看  27  次
中关村 新科祥园,低楼层/21层,整租,/zufang/42661620.html,2室1厅,距离地铁中关村665米,东南,16000元/月,精装,88平米,"近地铁,随时看",2019-03-21,业主自住，中关村新科祥园，东南向，家电家具齐全，随时拎包入住,近30天带看  66  次
回龙观 龙博苑三区,顶层/6层,整租,/zufang/42658158.html,1室1厅,距离地铁育新747米,南,3500元/月,简装,30平米,"近地铁,拎包入住",2019-03-21,龙博苑三区独立一居室出租，干净整洁,近30天带看  21  次
回龙观 龙腾苑四区,中楼层/6层,整租,/zufang/42649074.html,3室1厅,距离地铁回龙观666米,南北,8600元/月,精装,148平米,"近地铁,随时看,集中供暖",2019-03-20,龙腾苑四区精装大三居 随时入住,近30天带看  18  次
龙泽 新龙城,底层/20层,整租,/zufang/42641705.html,1室1厅,距离地铁龙泽438米,北,3850元/月,精装,40平米,"近地铁,随时看",2019-03-20,新龙城开间出租 13号回龙观站 随时入住,近30天带看  17  次
芍药居 芍药居北里一区,中楼层/7层,整租,/zufang/42617666.html,2室1厅,距离地铁芍药居1068米,南北,6600元/月,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-15,地铁芍药居站，中日友好医院，对外经贸，望和桥，惠新西街南口,近30天带看  70  次
芍药居 芍药居北里一区,低楼层/24层,整租,/zufang/42579161.html,2室1厅,距离地铁芍药居1068米,南,6500元/月,精装,82平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-10,芍药居地铁站芍药居北里 世奥国际 居然之家业主直租两居室,近30天带看  47  次
望京 望京西园三区,中楼层/28层,整租,/zufang/42570021.html,2室1厅,距离地铁望京521米,东南,8500元/月,精装,83平米,"近地铁,随时看,拎包入住",2019-03-10,望京西园三区精装两居室 出门地铁站 拎包入住,近30天带看  16  次
中关村 新科祥园,顶层/21层,整租,/zufang/42568295.html,2室1厅,距离地铁中关村665米,南,15000元/月,简装,84平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-09,新上房源，中关村新科祥园2居，家电家具齐全可以长租,近30天带看  45  次
西二旗 西二旗铭科苑,高楼层/6层,整租,/zufang/42520646.html,1室1厅,距离地铁西二旗728米,南,5300元/月,精装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-02,紧邻城铁西二旗上地 软件园 铭科苑 精装一居 小米新浪,近30天带看  18  次
良乡 北潞春,低楼层/10层,整租,/zufang/42794200.html,3室2厅,近30天带看  1  次,东北,3500元/月,简装,108平米,拎包入住,,北潞春三居室 家具家电齐全 价格合适 看房方便,
东单 外交部街,高楼层/6层,整租,/zufang/42794073.html,1室1厅,距离地铁东单788米,南,6800元/月,精装,42平米,"近地铁,随时看",2019-04-13,外交部街南小街 协和 东单灯市口 华润天润中粮广场,近30天带看  7  次
亚运村小营 阳明广场,中楼层/19层,整租,/zufang/42792270.html,3室1厅,距离地铁关庄888米,南北,17000元/月,简装,146.44平米,"近地铁,随时看",2019-04-11,亚运村、小营 新上大三居 空房 随时用 看房有钥匙,近30天带看  1  次
回龙观 龙腾苑二区,中楼层/6层,整租,/zufang/42791273.html,3室1厅,距离地铁回龙观744米,南北,7000元/月,精装,101平米,"近地铁,随时看",2019-04-10,龙腾苑二区 正规三居室 紧邻地铁 购物方便,近30天带看  4  次
武夷花园 京贸国际城西区,中楼层/35层,整租,/zufang/42789127.html,3室1厅,近30天带看  2  次,南北,7500元/月,精装,128平米,"随时看,拎包入住,集中供暖",,耿庄桥南 京贸国际城 精装三居室 随时看房,
武夷花园 京贸国际城西区,低楼层/35层,整租,/zufang/42788877.html,2室1厅,近30天带看  3  次,南,5000元/月,精装,90平米,"拎包入住,集中供暖",,日常用的家电家具全齐、居住温馨舒适，适合一家人,
建国门外 长安驿,低楼层/27层,整租,/zufang/42786875.html,1室1厅,距离地铁永安里570米,南,10500元/月,精装,79.01平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,长安街边上国贸CBD商圈长安驿南向正规一居室可看,近30天带看  4  次
方庄 芳城园二区,高楼层/27层,整租,/zufang/42786352.html,1室1厅,距离地铁方庄650米,南,5000元/月,简装,47平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,简装一居室，独立物业，高楼层，拎包入住,近30天带看  8  次
